%HEADER 
'File created by mtool program' 
 
%HEADER.ANALYSIS.ALGORITHM 
'LinearStability' 
 
%HEADER.ANALYSIS.MAXIMUM.ITERATIONS 
100 
 
%HEADER.ANALYSIS.TOLERANCE 
1.0e-04 
 
%NODE 
2560 
 
%NODE.COORD 
2560 
1	0.018000	0.000000	0.000000 
2	0.047313	0.030713	0.000000 
3	0.076625	0.061426	0.000000 
4	0.105938	0.092139	0.000000 
5	0.135251	0.122852	0.000000 
6	0.164563	0.153564	0.000000 
7	0.193876	0.184277	0.000000 
8	0.223188	0.214990	0.000000 
9	0.252501	0.245703	0.000000 
10	0.281814	0.276416	0.000000 
11	0.311126	0.307129	0.000000 
12	0.000000	0.000000	0.000000 
13	0.015454	0.015454	0.000000 
14	0.000000	0.018000	0.000000 
15	0.030909	0.030909	0.000000 
16	0.030713	0.047313	0.000000 
17	0.046363	0.046363	0.000000 
18	0.061818	0.061818	0.000000 
19	0.077272	0.077272	0.000000 
20	0.061426	0.076625	0.000000 
21	0.092726	0.092726	0.000000 
22	0.108181	0.108181	0.000000 
23	0.092139	0.105938	0.000000 
24	0.123635	0.123635	0.000000 
25	0.139090	0.139090	0.000000 
26	0.122852	0.135251	0.000000 
27	0.154544	0.154544	0.000000 
28	0.169999	0.169999	0.000000 
29	0.153564	0.164563	0.000000 
30	0.185453	0.185453	0.000000 
31	0.200907	0.200907	0.000000 
32	0.184277	0.193876	0.000000 
33	0.216362	0.216362	0.000000 
34	0.231816	0.231816	0.000000 
35	0.214990	0.223188	0.000000 
36	0.293634	0.293634	0.000000 
37	0.309088	0.309088	0.000000 
38	0.307129	0.311126	0.000000 
39	0.247271	0.247271	0.000000 
40	0.278179	0.278179	0.000000 
41	0.276416	0.281814	0.000000 
42	0.262725	0.262725	0.000000 
43	0.245703	0.252501	0.000000 
44	0.036000	0.000000	0.000000 
45	0.049862	0.015263	0.000000 
46	0.054000	0.000000	0.000000 
47	0.063724	0.030525	0.000000 
48	0.080143	0.030346	0.000000 
49	0.077586	0.045788	0.000000 
50	0.091448	0.061050	0.000000 
51	0.106285	0.060691	0.000000 
52	0.105310	0.076313	0.000000 
53	0.119172	0.091575	0.000000 
54	0.132428	0.091037	0.000000 
55	0.133034	0.106838	0.000000 
56	0.146896	0.122100	0.000000 
57	0.158570	0.121383	0.000000 
58	0.160758	0.137363	0.000000 
59	0.174620	0.152625	0.000000 
60	0.184713	0.151729	0.000000 
61	0.188482	0.167888	0.000000 
62	0.202344	0.183150	0.000000 
63	0.210855	0.182074	0.000000 
64	0.216206	0.198413	0.000000 
65	0.230068	0.213676	0.000000 
66	0.236998	0.212420	0.000000 
67	0.243930	0.228938	0.000000 
68	0.257792	0.244201	0.000000 
69	0.263140	0.242766	0.000000 
70	0.271654	0.259463	0.000000 
71	0.285516	0.274726	0.000000 
72	0.313240	0.305251	0.000000 
73	0.299378	0.289988	0.000000 
74	0.289283	0.273111	0.000000 
75	0.315425	0.303457	0.000000 
76	0.000000	0.036000	0.000000 
77	0.015263	0.049862	0.000000 
78	0.000000	0.054000	0.000000 
79	0.030525	0.063724	0.000000 
80	0.030346	0.080143	0.000000 
81	0.045788	0.077586	0.000000 
82	0.061050	0.091448	0.000000 
83	0.060691	0.106285	0.000000 
84	0.076313	0.105310	0.000000 
85	0.091575	0.119172	0.000000 
86	0.106838	0.133034	0.000000 
87	0.091037	0.132428	0.000000 
88	0.122100	0.146896	0.000000 
89	0.137363	0.160758	0.000000 
90	0.121383	0.158570	0.000000 
91	0.152625	0.174620	0.000000 
92	0.167888	0.188482	0.000000 
93	0.151729	0.184713	0.000000 
94	0.183150	0.202344	0.000000 
95	0.198413	0.216206	0.000000 
96	0.182074	0.210855	0.000000 
97	0.213676	0.230068	0.000000 
98	0.228938	0.243930	0.000000 
99	0.212420	0.236998	0.000000 
100	0.289988	0.299378	0.000000 
101	0.305251	0.313240	0.000000 
102	0.303457	0.315425	0.000000 
103	0.244201	0.257792	0.000000 
104	0.274726	0.285516	0.000000 
105	0.273111	0.289283	0.000000 
106	0.259463	0.271654	0.000000 
107	0.242766	0.263140	0.000000 
108	0.072000	0.000000	0.000000 
109	0.084284	0.015088	0.000000 
110	0.090000	0.000000	0.000000 
111	0.096568	0.030175	0.000000 
112	0.113000	0.030013	0.000000 
113	0.108852	0.045263	0.000000 
114	0.121136	0.060350	0.000000 
115	0.136000	0.060027	0.000000 
116	0.133420	0.075438	0.000000 
117	0.145704	0.090525	0.000000 
118	0.159000	0.090040	0.000000 
119	0.157988	0.105613	0.000000 
120	0.170272	0.120700	0.000000 
121	0.182000	0.120054	0.000000 
122	0.182556	0.135788	0.000000 
123	0.194840	0.150875	0.000000 
124	0.204999	0.150067	0.000000 
125	0.207124	0.165963	0.000000 
126	0.219408	0.181050	0.000000 
127	0.227999	0.180081	0.000000 
128	0.231692	0.196138	0.000000 
129	0.243976	0.211226	0.000000 
130	0.250999	0.210094	0.000000 
131	0.256260	0.226313	0.000000 
132	0.268544	0.241401	0.000000 
133	0.273999	0.240107	0.000000 
134	0.280828	0.256488	0.000000 
135	0.293112	0.271576	0.000000 
136	0.317679	0.301751	0.000000 
137	0.305396	0.286663	0.000000 
138	0.296999	0.270121	0.000000 
139	0.319999	0.300134	0.000000 
140	0.000000	0.072000	0.000000 
141	0.015088	0.084284	0.000000 
142	0.000000	0.090000	0.000000 
143	0.030175	0.096568	0.000000 
144	0.030013	0.113000	0.000000 
145	0.045263	0.108852	0.000000 
146	0.060350	0.121136	0.000000 
147	0.060027	0.136000	0.000000 
148	0.075438	0.133420	0.000000 
149	0.090525	0.145704	0.000000 
150	0.090040	0.159000	0.000000 
151	0.105613	0.157988	0.000000 
152	0.120700	0.170272	0.000000 
153	0.135788	0.182556	0.000000 
154	0.120054	0.182000	0.000000 
155	0.150875	0.194840	0.000000 
156	0.165963	0.207124	0.000000 
157	0.150067	0.204999	0.000000 
158	0.181050	0.219408	0.000000 
159	0.196138	0.231692	0.000000 
160	0.180081	0.227999	0.000000 
161	0.211226	0.243976	0.000000 
162	0.226313	0.256260	0.000000 
163	0.210094	0.250999	0.000000 
164	0.286663	0.305396	0.000000 
165	0.301751	0.317679	0.000000 
166	0.300134	0.319999	0.000000 
167	0.241401	0.268544	0.000000 
168	0.271576	0.293112	0.000000 
169	0.270121	0.296999	0.000000 
170	0.256488	0.280828	0.000000 
171	0.240107	0.273999	0.000000 
172	0.108000	0.000000	0.000000 
173	0.118719	0.014930	0.000000 
174	0.126000	0.000000	0.000000 
175	0.129438	0.029861	0.000000 
176	0.145882	0.029718	0.000000 
177	0.140157	0.044791	0.000000 
178	0.150876	0.059722	0.000000 
179	0.165764	0.059436	0.000000 
180	0.161595	0.074652	0.000000 
181	0.172314	0.089583	0.000000 
182	0.185646	0.089154	0.000000 
183	0.183033	0.104513	0.000000 
184	0.193752	0.119444	0.000000 
185	0.205528	0.118872	0.000000 
186	0.204471	0.134374	0.000000 
187	0.215190	0.149305	0.000000 
